	user	instance	user_id
1135	TschiLu	todon.eu	109244808534407730
1136	blibep	sciences.re	
1137	seguralab	mstdn.science.	
1138	mseangallagher	fosstodon.org	109263950533009511
1139	marcgarel	ecoevo.social	109290113267712477
1140	imberty	mastodon.online	109279595068435793
1141	lkruitwagen	mastodon.energy	109353932819580717
1142	Bedwards	mastodon.social	109302401931576191
1143	marc	mstdn.science	109298059157976864
1144	bastos	aoir.social	109972462742989714
1145	SarahRLangley	genomic.social	109364045899102311
1146	MichaelIngrisch	fosstodon.org	109326575346452178
1147	monikamerkes	mastodon.social	109930501960379031
1148	flomass	genomic.social	109315168274945304
1149	francislee	mastodon.online	109263633851422662
1150	sweenster	techhub.social	109537053454705556
1151	andy_pavlo	discuss.systems	109343540762551777
1152	mVranka	sciences.social	109296179274844810
1153	HyperadaptHyrax	qoto.org	
1154	chelseaparlett	nerdculture.de	109235113860960045
1155	noemielefrancq	mstdn.science	109325992872384714
1156	kristofvl	mastodon.online	109275515736568067
1157	felixbaier	mas.to	109274786427754372
1158	JanaSvenska	Mastodon.Social	108131644812693892
1159	eriklindahl	mastodon.social	109259382262082696
1160	thackerybrown	sciencemastodon.com	109385433652081291
1161	jeremy	aus.social	109293879885590611
1162	noopwafel	teh.entar.net	109536578242279632
1163	floe	hci.social	108236268879552821
1164	ron	sigmoid.social	109301374955154268
1165	CassinMicro	mstdn.science	109378013200227607
1166	jenwaller	glammr.us	109362087295316203
1167	aeronomix	mastodon.social	108141852945473920
1168	wendycr	glammr.us	109419081915579229
1169	dorsalstop	scholar.social	108228695832684743
1170	MartinHedberg	mastodon.se	
1171	justin_ales	mastodon.social	110100786574761439
1172	katmatcher	mstdn.science	109332469334021113
1173	TMHemOnc	mstdn.science	109301545008105093
1174	renata	est.social	109376641535234986
1175	DataAngler	vis.social	109288485074283039
1176	WilhelmHofmann	ruhr.social	109287654949235104
1177	vishnusreekumar	masto.ai	109362866407069993
1178	SassanGholiagha	universeodon.com	109330436541695465
1179	Evan_Stewart	sciences.social	109270917383429902
1180	chartgerink	akademienl.social	109279822792558805
1181	Kkilteni_neuro	fediscience.org	109289536737256149
1182	amcvanrossum	mastodon.nl	109293162724429060
1183	SG_PighD	ecoevo.social	109380495715716728
1184	MagnenatS	enlightware.ch	
1185	lajello	datasci.social	109365335999510734
1186	jordanmbarrows	mstdn.science	109366453783282796
1187	andreshamsabadi	mstdn.science	109523120019722962
1188	njwfish	mastodon.social.	
1189	jjray	social.tchncs.de	11603
1190	DavidSuter	qoto.org	
1191	me_datapoint	mastodon.online	109267666016239989
1192	robd	types.pl	
1193	Heesters	fediscience.org	109285993341391151
1194	nsoranzo	mstdn.science	109378909027417141
1195	seriousstats	mastodon.social	109246616244422580
1196	jasonmstevens	mstdn.social	109271558107869219
1197	vittrebicky	scicomm.xyz	109286363103371215
1198	DianaCoholic	mastodon.sdf.org	109293646675955661
1199	jussararowland	hci.social	109302162128969370
1200	proteomicsnews	genomic.social	109406586073502610
1201	jkgs	aus.social	109298020235671616
1202	RickBonnie	masto.ai	109523622046439646
1203	mststats	mastodon.social	109247121022938323
1204	ProfJudiAllen	mstdn.science	109375575569063572
1205	ProfKatrinaPritchard	mastodon.online	109295369200452958
1206	adriennewood	mastodon.art	109269692906053003
1207	og_ko	sciences.social	109348306508261754
1208	penning	sciencemastodon.com	109382768885981773
1209	SteveRuss	mstdn.social	109290818888756403
1210	kaustubhad	genomic.social	109368814189699488
1211	janrombouts	mas.to	109524127152887371
1212	rgutzen	mstdn.social	109268698509432738
1213	DrVSportpsych	mastodon.social	109251629140550922
1214	JanZika	fediscience.org	109334913446403100
1215	DieterLukas	fediscience.org	109269538645457076
1216	GerontologyUK	mastodon.me.uk	109290645179828465
1217	Algae_Tom	mastodon.social	109499743227010345
1218	jazarso	qoto.org	
1219	uwearp	mastodon.world	109382059404219930
1220	mattloose	mastdn.science	
1221	danudwary	mstdn.science	109265074229028724
1222	alex_peltzer	genomic.social	109292831363853046
1223	anderelampe	chaos.social	81886
1224	nikaradziun	mastodon.social	109948358220504288
1225	matti	bayes.club	110108107970060022
1226	peabody124	mastodon.social	109208637086345808
1227	HippGros	union.place	109366522788634604
1228	veliger	ecoevo.social	109399727458040592
1229	GParrinello	mastodon.social	109258150625978994
1230	MoreorLoess	mstdn.social	109294412469767081
1231	ggatto	mastodon.world.	
1232	zzztype	mastodonapp.uk.	
1233	msymeonides	mstdn.science	109365248750221570
1234	balbionthebox	mstdn.social	109416762499436502
1235	DrRoHardt	nrw.social	109295592810811215
1236	rebeccaleget	ausglam.space	109304109248795178
1237	glaroc	ecoevo.social	109297499243310062
1238	RozaBLemma	genomic.social	109331223429685608
1239	ezgi	ecoevo.social	109321645516660768
1240	aurelvr	social.bau	
1241	LittlePrimate	mastodon.art	109298748014228265
1242	dgaboriau	mas.to	109308302686144339
1243	joaoalves	astrodon.social	109353431695545562
1244	jhnprs	mastodon.art	109279143482838954
1245	nataliadrebesdorr	mstdn.science	109545116705842779
1246	prokraustinator	fediscience.org	109263811059249799
1247	khallenbeck	mastodon.online	109277965026745121
1248	piacortes	astrodon.social	109365274660610914
1249	KevinReuning	home.social	
1250	JuliaVSeidel	astrodon.social	109276916845196186
1251	AnneOsterrieder	mastodon.social	109245473999460059
1252	gkalinkat	det.social	109112046650419990
1253	SimonGarnier	ecoevo.social	109285431889587109
1254	igord	floss.social	109638157087924147
1255	NeuralEnsemble	fediscience.org	109304178465952668
1256	hao	toot.cat	82666
1257	k4tj4	mstdn.social	109514
1258	jmarcus	econtwitter.net	109485463538203188
1259	martinturbet	astrodon.social	109359538439007448
1260	paulbruno	mastodon.social	109257074628808887
1261	johannarimmele	mas.to	109332519328413464
1262	marlenemauk	mastodon.world	109341601567070223
1263	MalikaIhle	scicomm.xyz	109267535597792231
1264	HRBridges	mstdn.science	109293372433873750
1265	amelia	vis.social	2028
1266	folfdk	mastodon.social	108231708836017205
1267	SabineBellstedt	astrodon.social	109307319971680237
1268	pierre_dv	ecoevo.social	109279835057803764
1269	hmoberly	fediscience.org	109326176197628602
1270	ericbgonzales	qoto.org	
1271	Dekker1	soapbox.network	109306759465031016
1272	danstowell	mastodon.social	312200
1273	mayorgalc	astrodon.social	109423450744967721
1274	ChristophMetzner	scholar.social	108205259587357755
1275	hornung	econtwitter.net	109296518418070846
1276	jasa	fosstodon.org	109264603418449383
1277	BobOHara	ecoevo.social	109287100081342588
1278	emmyft	mastodon.cloud	109305021053368193
1279	gregeganSF	mathstodon.xyz	109245240154101629
1280	astridmager	chaos.social	109319342874273068
1281	joshbrownneuro	qoto.org	
1282	marksmorley	mas.to	109363770263820325
1283	juliakrasko	ruhr.social	109529760667126030
1284	YaaraErez	mstdn.science	109682727012323652
1285	kdund	snabelen.no	109262820100384081
1286	v_williamson	mstdn.social	109447105073270061
1287	drfinlayscott	fosstodon.org	109378317771312264
1288	EHertwich	mstdn.social	109289943003302056
1289	mcourtot	genomic.social	109367503877531186
1290	DrAnaQueiros	mastodon.green	109296055170074546
1291	KeithDevlin	fediscience.org.	
1292	macaskillaf	fediscience.org	109292731827741043
1293	mayrl	sciences.social	109513332542037762
1294	rgesthuizen	qoto.org	
1295	fulcorno	mastodon.uno	109292238002478110
1296	jemerson	genomic.social	109638061416411961
1297	fperruchas	econtwitter.net	109320018866372158
1298	therubygrant	aus.social	109293268031986455
1299	lyndelleg	aus.social	109300516772397394
1300	carolyn_snell	ohai.social	109325282695207589
1301	MBonoTheYounger	spore.social	109510126425531632
1302	juliabrody	mstdn.social	109537896021088775
1303	ykhong	mas.to	109548922143288151
1304	martynagajos	genomic.social	109393848654963720
1305	IngoHenneberg	mastodon.online	109268809162393441
1306	DylanPare	mastodon.social	109219602453681496
1307	goepfe	mastodon.online	109264546749097209
1308	chiaraherzog	genomic.social	109501319314032059
1309	cconrymurray	fediscience.o	
1310	sophieduroy	fediscience.org	109297349548030744
1311	justinesherry	masto.pt	109269363195731238
1312	snavas	hci.social	109522688880997569
1313	Sarah_Florini	aoir.social	110436481617669564
1314	jd_mathbio	mstdn.science	109366402206194591
1315	jhi	mstdn.social	109535004495139201
1316	rc_reding	mstdn.science	109863496205929927
1317	EmilyOGorman	mastodon.world	109364118179180623
1318	CathleenCrudden	mstdn.social	109291530749812419
1319	ShengwuLi	econtwitter.net	109291847414580084
1320	Dmcampbellwsu	hcommons.social	109308543340931148
1321	Claireyjaner	home.social	
1322	Matthew	mastodon.lawprofs.org	109382122194451384
1323	swiefling	hci.social	109267777029241362
1324	klofstad	c.im	109362389175567653
1325	gdstrong	mastodon.ie	109313210886608156
1326	pausentee	mstdn.science	109536407300225096
1327	drewendy	mas.to	109525594760858735
1328	domino_joyce	ecoevo.social	109299181985956086
1329	nickmiller	ecoevo.social	109382783392501445
1330	kostas	c.im	109298139333968523
1331	allhutter	hci.social	109273453255094346
1332	animalculum	scholar.social	108240128636920177
1333	Iris	scholar.social	56029
1334	erikaszymanski	qoto.org	
1335	zizip	mastodon.social	109394770510287303
1336	gav	sciences.social	109494253987324116
1337	sina_jb	sciences.social	109304295681882394
1338	jiatruong	home.social	
1339	nsaphra	sigmoid.social	109286940676113116
1340	jonmichaels	mstdn.social	109295219673891932
1341	slm	mastodon.online	108214068263937689
1342	verena_distler	hci.social	109467641225824373
1343	TomFarsides	fediscience.org	109308080381269061
1344	rbernard	mas.to	109340911188481794
1345	kingsleyevan	mas.to	109281013898778039
1346	bioinformagic	genomic.social	109290260157244178
1347	igelstorm	ohai.social	109372927300976433
1348	kristyredhorse	mstdn.science	
1349	NorbertoMoreno	mastodon.social	109244312739228432
1350	pkeys	mastodon.social	109242396345555512
1351	planetpatman	mastodon.world	109418509190707112
1352	hwschuur	mastodon.social.	
1353	simak	mstdn.science.	
1354	puntopanto	mastodon.uno	62879
1355	aniruddh	fediscience.org	109325517557929738
1356	piterkeo	bertha.social	109413063194594901
1357	mindflow	mastodon.social	108147588127310893
1358	akleinb	sciences.social	109326170842002685
1359	mburnard	mastodon.social	109248233331530003
1360	Rm0sher	genomic.social	109523916607529366
1361	dblodgett	mstdn.social	109401516220522620
1362	aawanner	neuromatch.social	109536441626019608
1363	anupamg	mathstodon.xyz	109328858747827861
1364	drbenraymond	mastodon.social	109517694015645818
1365	schraubd	mastodon.lawprofs.org	109445880222606968
1366	OgawaEM	mastodon.world	109326274830330546
1367	danaujoks	mastodon.world	109377003531025471
1368	lclandivar	sciences.social	109276856699591913
1369	lese66	mastodon.social	109246123143382012
1370	giulioburgio	mastodon.uno	109302997850226230
1371	jungjoha	ruhr.social	109298578819215197
1372	YTrolez	sciences.re	
1373	bakerdh	fediscience.org	109247685896997983
1374	gerasy	mstdn.social	300391
1375	mdieter	tldr.nettime.org	109433281219049110
1376	omar	hci.social	108358953072832803
1377	cecilia	mstdn.science	109373538492731034
1378	andytonality	mastodonapp.uk	109291186935036588
1379	VeraK	mastodon.scot	107552822285596292
1380	jesshoel	econtwitter.net	109326396911009154
1381	codiceps	fedihum.org	109352828422571921
1382	gaianovarino	mastodon.social	109253527096086364
1383	zingale	mastodon.online	108205185134301638
1384	fransjan	fediscience.org	109291597179476006
1385	johannesfuss	mastodon.social	109372455265699080
1386	fjlacueva	mstdn.ai	
1387	khertog	sciences.social	109342078540759555
1388	reneehlozek	mastodon.online	109275071211261331
1389	glicht	mastodon.social	108243570755984490
1390	VikasYadavSci	mstdn.science	109376916931743765
1391	samth	types.pl	
1392	liambrowne	fediscience.org	109303551966453209
1393	rgoswami	mathstodon.xyz	4789
1394	HelenaMatute	masto.ai	109371598418428909
1395	chrfield	mas.to	109682739264650797
1396	danaohara	mastodon.scot	109309749262564458
1397	rachel_kurchin	fosstodon.org	109288656465049865
1398	astri	mastodon.nl	109290867112697609
1399	DanielKrentzel	mas.to	109279773735347062
1400	NoemieMatthey	vis.social	109386026094657068
1401	pherterich	openbiblio.social	109303282622277580
1402	LaetitiaMony	mstdn.science	109542442778547309
1403	roccopaolillo	mastodon.social	109874357654019116
1404	Rosiecampbell	mastodon.world	109375823554749996
1405	dr_norb	fediscience.org	109155142716139658
1406	gfmpage	aus.social	109306731278461166
1407	MattNeuro	fediscience.org	109343024010177935
1408	86Dominik	genomic.social	109290233042890427
1409	DavidAMuller	fediscience.org	109286823850342055
1410	IanMBrooks	mastodon.world	109375550986854927
1411	nkelber	sigmoid.social	109325983225979676
1412	jwuphysics	astrodon.social	109285937479382564
1413	shelleyb	mastodon.social	109259023455887185
1414	biogeomicroblog	sciencemastodon.com	109320464618832892
1415	me_laura	econtwitter.net	109363352502773297
1416	aalexee	econtwitter.net	109307481758007455
1417	b_erb	chaos.social	109342010139945273
1418	johnbcole	mastodon.social	305437
1419	ali__johnston	vis.social	109264178874164896
1420	jamull	mas.to	109267101604476716
1421	vongoiva	mastodon.nl	109291251470930150
1422	vivavivette	mastodon.social	109858781634335049
1423	simonster	sigmoid.social	109430557326489960
1424	proftilburg	mastodon.social	109290863468520688
1425	andrewathan	nerdculture.de	109267336101009594
1426	kyleniemeyer	mastodon.social	16482
1427	tabajure	mas.to	109292622180248328
1428	gmcd	mastodon.social	852356
1429	dkagiaros	mas.to	109301562936345575
1430	etf1989	ecoevo.social	109329057092561753
1431	niklashoehne	mastodon.social	108196443368856036
1432	amelija16mp	sigmoid.social	109365615099553329
1433	dgolumbia	mastodon.world	109393476175592998
1434	AntoniaS	openbiblio.social	109353738350383933
1435	lhscholtens	mastodon.world	109365721269667307
1436	cellysally	mas.to	109262338355594774
1437	mcromao	sciencemastodon.com	109397851079975733
1438	phillipscate	mastodon.aus	
1439	allysonlister	fediscience.org	109309035093079853
1440	mapq	hci.social	109298076261385521
1441	mih	mas.to	109309969978578790
1442	NadineJacobsen	det.social	109397897117084572
1443	mieronen	zirk.us	109360473703363807
1444	matthewcobb	mastodon.social	109257136077135818
1445	laurenepecuchet	qoto.org	
1446	gpmazzoleni	sciences.social	109409567475348307
1447	dburke	mastodon.social	7313
1448	compthink	sigmoid.social	109314560489080466
1449	meredithgore	mastodon.social	109258996848487775
1450	BritaYA	mastodon.online	109281224605939552
1451	AlexHgO	fediscience.org	109327453774794480
1452	cbader	mastodon.green	108205301450306035
1453	smey	kolektiva.social	109823632476302543
1454	cocteau	saturation.social	109654051245053853
1455	gen4ro	fedibird.com	109534927400136873
1456	paraw	mathstodon.xyz	109383753889374748
1457	KevinKBanda	sciences.social	109565630817935896
1458	elisagalliano_neuro	sciencemastodon.com	109411097960294097
1459	ruthsinger	toot.community.	
1460	ChristinaSilver	sciences.social	109302651238472543
1461	uhertz	mstdn.social	109261772880180515
1462	eteq	fosstodon.org	109276467463894250
1463	evavivalt	econtwitter.net	109287519146005582
1464	mariescopy	ecoevo.social	109399073092023530
1465	janlause	genomic.social	109314433861802204
1466	clairegillan	mastodon.online	109264648605012303
1467	Diana_mammalecology	ecoevo.social	109373113854854827
1468	ScienceLukas	qoto.org	
1469	sethbullock	fediscience.org	109298162823876760
1470	jingyuanyu	sciences.social	109364795144181008
1471	DevindeZwaan	ecoevo.social	109319725435038520
1472	tootstorm	eldritch.cafe	109268293962627032
1473	luis_aj_alvarez	fediscience.org	109302610193671197
1474	rpbellamy1	mastodon.uno	109291914918381674
1475	ediedavis	mastodon.ie	109625033686444056
1476	powersoffour	mastodon.social	109242018903457783
1477	PyhaTanja	mas.to	109259045759260570
1478	afrendeiro	sciencemastodon.com	109309605089659206
1479	steven_oliver	mastodonapp.uk	109365039961788853
1480	maksympolyakov	econtwitter.net	109301513582056809
1481	BenCKinney	wandering.shop	21964
1482	csperkins	mastodon.social	42232
1483	calamity	mstdn.social	109287447521215232
1484	LidiaPanico	sciences.social	109370388631021549
1485	vincentab	fosstodon.org	109241048968995746
1486	CoralGartner	mstdn.social	109289781410801269
1487	B_vanKemenade	neuromatch.social	109525190756219567
1488	DrYassum	mstdn.science	109278831569211075
1489	hallettmichael	genomic.social	109303301821981801
1490	pkuntke	mstdn.science	109366167077378627
1491	jupurkarthofer	sciences.social	110187741644265906
1492	lars_dalby	mstdn.social	109264685117912797
1493	deeds	mastodon.social	300259
1494	musebrarian	mastodon.cloud	109242248398554696
1495	aman	nerdculture.de	109363723300524453
1496	joelmcglothlin	ecoevo.social	109282423480499085
1497	virginiaconde	fediscience.org	109330283980368254
1498	jaranta	scholar.social	26158
1499	mikebooth	mstdn.science	109274742468486378
1500	owasow	mastodon.social	108240181602727391
1501	lukas	mastodon.nl	109246398195020295
1502	roby	mstdn.science	109353019223184618
1503	flyingphysicist	qoto.org	
1504	dunleavy_daniel	bayes.club	109321739783681216
1505	annieKarmstrong	ohai.social	109371688808871717
1506	FieJanis	fosstodon.org	109308389040131081
1507	andrew	fediscience.org	109247332975034002
1508	itjohnstone	mastodon.social	108196590138123248
1509	adresscomptoir	mastodon.social	108386856787134357
1510	neteler	mastodon.social	109250075705169280
1511	junkato	hci.social	109303618080632020
1512	BerndEnsing	mstdn.science	109433055446188347
1513	anajorge	sciences.social	109325319706615374
1514	pashadag	genomic.social	109293729035521574
1515	stewartmotha	mastodon.world	109608834393457254
1516	aarens	mstdn.social	109529638086696171
1517	nichg	sigmoid.social	109293357508683382
1518	shuhbillskee	nerdculture.de	109342343532087529
1519	hughagraham	fosstodon.org	109262844233403975
1520	kimberlyquinn	mastodon.social	109245824485515075
1521	ehchalus	historians.social	109445919500868697
1522	tamakimasak	sciencemastodon.com	109307421303419870
1523	pnhoward	sciences.social	109285139246028029
1524	EisenRa	genomic.social	110141536871801423
1525	ethanepperly	mathstodon.xyz	109292090008550655
1526	ibmalone	universeodon.com	109365715702979241
1527	kevinlebrigand	genomic.social	109478033335431132
1528	jillymackay	mastodon.scot	108198771888956911
1529	DeniseMatias	fediscience.org	109302744247677617
1530	oyvindbs	nerdculture.de	109264385908555547
1531	barbaradecock	fediscience.org	109270724138321447
1532	aymeric_spiga	astrodon.social	109295763248908415
1533	DrFunkySpoon	qoto.org	
1534	anavinuela	mas.to	109260069683182260
1535	hjillianh	mstdn.social	109264347327864841
1536	sebasfaber	mstdn.es	109365868691216872
1537	DrKEichhorn	mastodon.social.	
1538	kevzag	fediscience.org	109299361402110459
1539	leslievosshall	mstdn.science	109378947509308296
1540	DrAnaDaugherty	fediscience.org	109296959884819006
1541	elizabethtasker	mastodon.online	109297010526408850
1542	donaldcclarke	mastodon.online	109298956072397308
1543	ruyllerablanes76	mastodon.social	1053872
1544	tbharat_lab	fediscience.org	109324303240833775
1545	SiriGloppen	mastodon.online	109299283741301590
1546	nickcarey	mastodon.social	31007
1547	brief_utopia	genomic.social	109289815761474899
1548	faillaphd	mastodon.cloud	109367790410307883
1549	dfosterhill	noc.social	109422429101325147
1550	luschnig	drosophila.social	109269595741817248
1551	guidoraos	mastodon.uno	109399293764005107
1552	StevenFrench	writing.exchange	109296869609219997
1553	Jcwalrath	mastodon.social	109312574383383719
1554	b	xoxo.zone	2843
1555	thesketh	mastodon.social	108193293735439740
1556	AlyssaGoodman	universeodon.com	109319612947047833
1557	clomp	mastodon.social	107491930769514860
1558	Nickdawson	twit.social	109281064700991840
1559	elm	vis.social	109295628660481840
1560	xianyut	corteximplant.com.	
1561	DrAnnaMD	mstdn.party	109382932744351006
1562	dornhaus	nerdculture.de	109263556129180963
1563	rebeccalacey	mastodon.social	
1564	sqianglan	mas.to	109261753123425167
1565	dsiderov	c.im	109262927116150673
1566	tomverthe	mastodon.online	109265063248740362
1567	mcforelle	sciences.social	109345322511663282
1568	haransened	fediscience.org	109336891721699306
1569	JustTheLetterU	astrodon.social	109301358309872044
1570	kieran	kolektiva.social	109324804458093199
1571	liza_semenova	sigmoid.social	109540573020583519
1572	toothFAIRy	scholar.social	108197291479321509
1573	MarisaMiraldo	mastodon.social	109259880587576070
1574	brian	briankoopman.com	
1575	dbm	atmoschem.org	109362628097281165
1576	czernie	mastodon.social	16496
1577	donal	mastadon.energy.	
1578	dborek	scholar.social	58852
1579	astrocmwood	nova.community	109361363755248346
1580	mlipsitch	mastodon.social	109520974964551631
1581	rickhasen	mastodon.online	109298710365993335
1582	rfiebrink	hci.social	109364387865374911
1583	florianstoeckel	fediscience.org	109329930678046624
1584	leriomaggio	mastodon.social	110250051550619961
1585	SZytynska	ecoevo.social	109297072701534738
1586	asaj	types.pl	
1587	Sev219	indieweb.social	109362589497966566
1588	ArianeBriegel	mstdn.science	109370234398808761
1589	Halliki	fediscience.org	109324256599606841
1590	sreenathpaleri	home.social	
1591	krysiawally	sciences.social	109404155509258508
1592	blekhman	mstdn.science	109293719276227696
1593	bg	scholar.social	108200007239936943
1594	mjantti	mastodon.social	109253036633243817
1595	microtubule_guy	mstdn.science	109325800867787266
1596	antagomir	fosstodon.org	109254025033977883
1597	dsg1	mastodon.scot	109280680903219131
1598	yy	datasci.social	109372400941949298
1599	J_AlegreCortes	neuromatch.social	109522865105505396
1600	friendlymicrobe	mstdn.science	109265043435069131
1601	raumwurschtler	sciences.social	109342841468751743
1602	BenoitPujol	ecoevo.social	109347441351328046
1603	throndsen	snabelen.no	108205178087049344
1604	dan_bennett	hci.social	109299034501431062
1605	PaulWillner	mastodon.online	109295795564396330
1606	HxxxKxxx	det.social	109236730677086833
1607	IvarHerfindal	ecoevo.social	109302771006708104
1608	NicolaiW	c.im	109303736751155657
1609	gscumming	ecoevo.social	109370047216825505
1610	LyleSkinner	mstdn.ca	109340100876728835
1611	sarahepaul	nerdculture.de	109334091719116440
1612	mcoblenz	types.pl.	
1613	JeffZemla	mstdn.science	109383741428915300
1614	DanielK_MDPhD	mathstodon.xyz	109501755505828791
1615	TomSwetnam	historians.social	109537532639731066
1616	ktai	mstdn.social	109344617161536493
1617	CMordstein	genomic.social	109371947478834141
1618	ChazBrenchley	wandering.shop	109298444800386912
1619	ProfSimonFisher	universeodon.com	109376853213157408
1620	jdenavascues	drosophila.social	109293440316727643
1621	PhilipLeftwich	ecoevo.social	109364880015920012
1622	DrJLCLee	mastodon.green	109264785656885082
1623	fedebulgarelli	mastodon.social	109258280092036906
1624	raquelrecuero	aoir.social	109983293477333777
1625	tariztia	assemblag.es	109308272267332326
1626	Becingber	mastodon.lawprofs.org	109408536505372714
1627	BleinThomas	fediscience.org	109314946364104002
1628	ghislainv	ecoevo.social	109329290371758228
1629	teralittlepaul	mastodon.online	109296618144788691
1630	kstrw	mastodon.green	109262990766630301
1631	oramorama	mas.to	109292310444500006
1632	ar0mcintosh	mstdn.ca	109373654372444749
1633	AlexWoolgar	qoto.org	
1634	jaredmargulies	mastodon.social	109259324676712522
1635	akundaje	genomic.social	109291574991196662
1636	vaughandy	mastodon.world	109286053285103028
1637	jpthomeczek	mas.to	109364239732522617
1638	sarahmcintyre	fediscience.org	109284948743786179
1639	MiguelGuerreiro	ecoevo.social	109630757156724669
1640	edward_marcotte	genomic.social	109373307031438632
1641	Field	mastodon.ie	109305275950105002
1642	kommueller	sciences.social	109382279189165348
1643	sherman	projectmushroom.social	
1644	drvgraber	astrodon.social	109287167804138749
1645	senpei	fosstodon.org	109379313186759942
1646	jchnaide	mstdn.science	109302905761843841
1647	ATGarciaSosa	mastodon.social	108137062828210459
1648	mpanhans	social.librem.one	
1649	inadehnen	ecoevo.social	109474012696856105
1650	naubinhorth	mstdn.social	109288973531841374
1651	AnjaEhrmann	mstdn.science	109632638292551306
1652	erichehman	scicomm.xyz	109280156461815022
1653	karina_bene	fediscience.org	109303651593529940
1654	lincolnquillian	mastodon.world	109524318857169205
1655	adzebill	ausglam.space.	
1656	Natashaobrown	mstdn.science	109325568761300725
1657	AltmannM	econtwitter.net	109310693207563424
1658	adam	sciences.social	109273259126854541
1659	luiza_bialasiewicz	mapstodon.space	109377027312148327
1660	sandy	fediscience.org	109293148576265231
1661	miriamlerma	ecoevo.social	109372716624171132
1662	DrAfroditaMarcu	mastodon.world	109365362249676670
1663	Miguel_Torres	mstdn.science	109364324640001800
1664	PeterSeele	toot.community	109434170337771640
1665	astrojoanna	astrodon.social	109275256888655597
1666	LeaBeaumelle	ecoevo.social	109308210251964105
1667	ImkeHenkel	mastodon.social	109359953054649858
1668	timsackton	ecoevo.social	109365795684689926
1669	massimopizzol	mstdn.science	109321164693864551
1670	theogf	bayes.club	109404007012310418
1671	m8ta	fediscience.org	109326733546510446
1672	MikeThelwall	ieji.de	109297470004552109
1673	timdwyer	mastodon.cloud	109346935820862959
1674	bowchro	nerdculture.de	109252518344435818
1675	haemyleemasson	mstdn.science	109394021375149340
1676	ronnybergmann	scholar.social	108197020662669215
1677	emrinke	mas.to	109281519050678086
1678	joshcowls	mstdn.social	109216953450911255
1679	uwuttke	fedihum.org	109326624852829716
1680	kimloyens	c.im	109264150276440204
1681	kirstengotting	mstdn.science	109299488801009316
1682	sci_photos	troet.cafe	109267225561898713
1683	psalkovskis	mas.to	109336083094458829
1684	maijutanninen	mstdn.social	109319387197372366
1685	christopherwatkin	mastodon.online	109255352276268226
1686	harpur	ecoevo.social	109326684385800468
1687	jamesheathers	techhub.social	109331341425843788
1688	mdannemann	genomic.social	109376278494735071
1689	jackdougherty	vis.social	109270653236704196
1690	steve	fediscience.org	273
1691	knutson_brain	sfba.social	109262008678032236
1692	dave_andersen	hachyderm.io	109399206733449689
1693	sarahcomyn	mastodon.ie	109301607848303307
1694	jjbotev	ohai.social	109370000067660165
1695	ribozyme	humangenetics.social	109332678834947320
1696	diegopajarito	mastodont.cat	109327927718818177
1697	respiewak	astrodon.social	109394120983094777
1698	anacweeks	fediscience.org	109308070319883812
1699	leonhilbert	mstdn.social	109539988272358398
1700	FrankSchumann	mastodon.online	109507146864186663
1701	nkuschnig	masto.ai	109383225389167009
1702	croopier	mastodon.social	580460
1703	glarue	mastodon.social	109244532094533836
1704	MaxwellBPalmer	mastodon.social	109247731177818647
1705	masbenmaas	c.im	109274072280534032
1706	tysonwepprich	ecoevo.social	109502807233795974
1707	st_samida	sueden.social	109440348443176861
1708	clarerishbeth	mastodon.world	109364168459478412
1709	LesleyHenderson	mastodon.scot	109371917202798133
1710	seanmichaletz	ecoevo.social	109394304746788725
1711	tatianadimitriu	mstdn.science	109377195463382718
1712	wojciechkeblowski	masto.ai	109389877535293573
1713	vminin	fosstodon.org	109293742502830080
1714	josshands	mastodonapp.uk	109325590157381696
1715	zintisinde	mastodon.lol	
1716	petergrassl	fosstodon.org	109382509403152029
1717	DrDugCubie	mastodon.ie	109296733684829692
1718	JohnWainwright	mastodon.green	109287990868300602
1719	sometimes_data	mastodon.world	109380089553796227
1720	BouchardColin	ecoevo.social	109546475757597257
1721	wile_phylote	ecoevo.social	109287535182260632
1722	kateumbers	ecoevo.social	109293396521217908
1723	Pepman34	c.im	109297250493536386
1724	ewcspottesmith	mastodon.online	109269602954163967
1725	Texosporium	Ecoevo.social	109289957635567378
1726	profwinikoff	mastodon.nz	109329021669269741
1727	cposkitt	mastodon.acm.org	109544963115260307
1728	francescopoli	fediscience.org	109330230580952057
1729	mrtnhnz	infosec.exchange	109303152665763096
1730	ulf_toelch	nerdculture.de	109405276146952412
1731	a	genomic.social	109371074234856625
1732	sandraabegglen	mastodon.education	109345928849111108
1733	choongwanwoo	mastodon.online	109297555751672724
1734	SR_B_	mastodon.social	109229310656055547
1735	jeshyr	mastodon.social	1085482
1736	pcpugs	mastodon.au	109373647836808504
1737	CollingeS	universeodon.com	109394697959544492
1738	gehlbach	econtwitter.net	109366997721727128
1739	A_Ferry	mas.to	109244834366537530
1740	besenkunst	ecoevo.social	109341605597067971
1741	unseralex	ruhr.social	109329492781413946
1742	pbrand	ecoevo.social	109292350378667350
1743	markravinet	ecoevo.social	109287321479880913
1744	Sebastian_Kozuch_Comp_Chem	fediscience.org	109268949011164174
1745	grolimur	mamot.fr	20248
1746	jamesTstroud	ecoevo.social	109300056941054453
1747	NickCarnes	home.social	
